2020-07-06T00:00:01;18.10;1006.35;74.29
2020-07-06T01:00:03;18.61;1006.33;75.50
2020-07-06T02:00:01;18.77;1006.74;77.49
2020-07-06T03:00:02;16.53;1006.85;74.07
2020-07-06T04:00:01;16.26;1006.47;74.11
2020-07-06T05:00:01;16.25;1006.59;73.47
2020-07-06T06:00:01;16.49;1006.52;74.34
2020-07-06T07:00:02;16.79;1006.52;75.19
2020-07-06T08:00:01;18.60;1005.97;76.98
2020-07-06T09:00:02;19.79;1005.69;73.48
2020-07-06T10:00:02;19.76;1005.44;73.22
2020-07-06T11:00:01;22.06;1005.17;57.91
2020-07-06T12:00:02;19.15;1005.80;67.31
2020-07-06T13:00:02;22.14;1005.81;52.28
2020-07-06T14:00:01;21.75;1005.97;51.07
2020-07-06T15:00:01;23.89;1006.29;36.91
2020-07-06T16:00:02;24.24;1006.63;33.84
2020-07-06T17:00:02;24.41;1006.75;34.38
2020-07-06T18:00:02;19.32;1007.71;46.23
2020-07-06T19:00:01;21.85;1008.05;40.86
2020-07-06T20:00:02;18.32;1008.25;44.84
2020-07-06T21:00:02;16.92;1008.80;49.66
2020-07-06T22:00:02;14.90;1009.23;52.09
2020-07-06T23:00:03;13.64;1009.66;56.24
